ID,City,Lattitude,Longitude,Temperature (F),Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Date
2112802,Hasaki,35.7333,140.8333,31.69,35.6,55,20,6.91,JP,1612475398
779622,Havøysund,70.9963,24.6622,30.2,30.2,86,75,16.11,NO,1612475399
1282256,Hithadhoo,-0.6,73.0833,82.29,82.29,75,85,10.49,MV,1612475243
4034551,Faanui,-16.4833,-151.75,81.32,81.32,68,41,6.17,PF,1612475401
2137773,Vao,-22.6667,167.4833,78.73,78.73,86,46,19.82,NC,1612475403
160677,Chake Chake,-5.2459,39.7666,76.89,76.89,86,1,6.87,TZ,1612475404
546105,Nikolskoye,59.7035,30.7861,7.61,10.0,85,75,6.71,RU,1612475405
3374210,São Filipe,14.8961,-24.4956,72.07,72.07,78,87,8.86,CV,1612475408
5367788,Lompoc,34.6391,-120.4579,62.02,66.0,48,1,11.5,US,1612475409
934322,Mahébourg,-20.4081,57.7,78.8,78.8,78,40,10.36,MU,1612475410
4020109,Atuona,-9.8,-139.0333,78.73,78.73,71,30,11.81,PF,1612475244
2012530,Zhigansk,66.7697,123.3711,-43.15,-43.15,75,0,12.86,RU,1612475412
290030,Doha,25.2867,51.5333,65.48,66.2,94,0,4.32,QA,1612475397
3366880,Hermanus,-34.4187,19.2345,66.99,66.99,78,36,10.07,ZA,1612475414
1491055,Stantsionno-Oyashinskiy,55.4664,83.8245,-0.17,-0.17,93,99,7.74,RU,1612475416
5954718,Flin Flon,54.7682,-101.865,-2.2,-2.2,71,90,11.5,CA,1612475417
964432,Port Alfred,-33.5906,26.891,66.99,66.99,86,18,3.0,ZA,1612475418
2022083,Alekseyevsk,57.8406,108.3492,-1.53,-1.53,91,100,1.41,RU,1612475419
2120400,Tungor,53.3808,142.9564,-12.87,-12.87,87,100,18.92,RU,1612475420
1651810,Airai,-8.9266,125.4092,61.29,61.29,100,100,3.27,TL,1612475421
6201424,Mataura,-46.1927,168.8643,60.8,60.8,55,34,3.58,NZ,1612475423
2180815,Tuatapere,-46.1333,167.6833,63.34,63.34,57,74,3.0,NZ,1612475241
3831208,Qaanaaq,77.484,-69.3632,-20.54,-20.54,61,65,8.14,GL,1612475425
1493162,Salym,60.0625,71.4789,5.05,5.05,94,100,3.42,RU,1612475426
3336897,La Rioja,42.25,-2.5,48.2,48.2,93,0,8.05,ES,1612475344
3833367,Ushuaia,-54.8,-68.3,53.6,53.6,71,20,37.98,AR,1612475245
2264557,Ponta do Sol,32.6667,-17.1,46.56,48.99,68,97,8.01,PT,1612475429
5866583,Saint Paul Harbor,57.79,-152.4072,26.6,26.6,74,1,3.44,US,1612475280
3652764,Puerto Ayora,-0.7393,-90.3518,82.18,84.2,70,0,8.05,EC,1612475431
2155415,New Norfolk,-42.7826,147.0587,68.29,69.01,57,88,1.01,AU,1612475432
935215,Saint-Philippe,-21.3585,55.7679,76.87,78.8,73,50,5.75,RE,1612475434
3633341,Maiquetia,10.5962,-66.9548,84.2,84.2,74,40,8.39,VE,1612475436
2208248,Kaitangata,-46.2817,169.8464,57.0,57.0,66,34,11.01,NZ,1612475241
5106841,Albany,42.6001,-73.9662,35.15,37.4,52,20,6.91,US,1612475399
2112309,Katsuura,35.1333,140.3,40.8,41.0,48,20,18.41,JP,1612475439
3372707,Ribeira Grande,38.5167,-28.7,55.4,55.4,62,40,3.44,PT,1612475440
5746545,Portland,45.5234,-122.6762,43.47,45.0,81,90,8.05,US,1612475431
1507390,Dikson,73.5069,80.5464,-6.14,-6.14,91,100,11.65,RU,1612475248
2110227,Butaritari,3.0707,172.7902,80.11,80.11,83,100,14.7,KI,1612475446
2654970,Brae,60.3964,-1.353,35.6,35.6,55,20,13.8,GB,1612475447
5855927,Hilo,19.7297,-155.09,70.45,75.2,73,90,14.97,US,1612475240
3402648,Carutapera,-1.195,-46.02,80.22,80.22,79,59,7.61,BR,1612475449
2396853,Omboué,-1.5746,9.2618,78.64,78.64,88,100,4.61,GA,1612475261
2446796,Bilma,18.6853,12.9164,63.21,63.21,29,0,6.87,NE,1612475451
3369157,Cape Town,-33.9258,18.4232,68.86,70.0,68,0,11.5,ZA,1612475452
2075265,Busselton,-33.65,115.3333,48.99,48.99,85,20,12.84,AU,1612475453
2176632,Bathurst,-33.4166,149.5806,69.01,69.01,79,71,1.01,AU,1612475455
1015776,Bredasdorp,-34.5322,20.0403,68.0,68.0,77,98,5.75,ZA,1612475227
1855612,Nara,34.6851,135.8049,33.39,36.0,80,20,2.3,JP,1612475321
4032243,Vaini,-21.2,-175.2,80.6,80.6,94,75,6.91,TO,1612475458
5713587,Bend,44.0582,-121.3153,44.8,46.4,42,20,6.91,US,1612475233
933995,Souillac,-20.5167,57.5167,78.8,78.8,78,40,10.36,MU,1612475461
1006984,East London,-33.0153,27.9116,73.17,73.17,74,92,7.45,ZA,1612475463
3874787,Punta Arenas,-53.15,-70.9167,60.8,60.8,41,0,29.93,CL,1612475460
4726521,San Patricio,28.017,-97.5169,82.74,88.0,48,20,12.66,US,1612475466
1175365,Kalabagh,32.965,71.557,52.48,52.48,60,0,2.1,PK,1612475467
5848280,Kapaa,22.0752,-159.319,68.36,70.0,63,40,13.8,US,1612475365
518585,Novomikhaylovskiy,44.2581,38.8578,51.46,51.46,75,94,18.16,RU,1612475469
4030556,Rikitea,-23.1203,-134.9692,78.76,78.76,66,91,9.84,PF,1612475470
546798,Kochkurovo,54.0358,45.4184,34.07,34.07,98,100,9.24,RU,1612475471
1052373,Beira,-19.8436,34.8389,82.2,82.4,89,20,4.61,MZ,1612475297
5364271,Laguna,38.421,-121.4238,56.62,57.99,44,1,10.36,US,1612475473
3374462,Mindelo,16.8901,-24.9804,69.8,69.8,68,20,27.63,CV,1612475474
5110365,Broome,42.2506,-75.833,35.6,35.6,51,1,5.75,US,1612475475
2315026,Kasongo-Lunda,-6.4667,16.8167,69.66,69.66,91,100,0.27,CD,1612475477
1640972,Katobu,-4.9408,122.5276,75.74,75.74,90,100,0.69,ID,1612475478
1847947,Shingū,33.7333,135.9833,36.3,36.3,81,15,6.38,JP,1612475479
2126682,Bilibino,68.0546,166.4372,-21.32,-21.32,75,46,10.74,RU,1612475480
2013465,Verkhoyansk,67.5447,133.385,-35.12,-35.12,79,100,2.26,RU,1612475482
6170031,Tuktoyaktuk,69.4541,-133.0374,-34.6,-34.6,67,20,11.5,CA,1612475483
1812961,Deyang,31.1302,104.382,46.0,46.0,1,8,1.01,CN,1612475484
2015306,Tiksi,71.6872,128.8694,-23.13,-23.13,87,100,5.77,RU,1612475486
3430863,Mar del Plata,-38.0023,-57.5575,66.24,68.0,64,20,13.8,AR,1612475284
5044290,Saint Anthony,45.0205,-93.218,20.77,21.2,63,75,16.11,US,1612475489
3466704,Castro,-24.7911,-50.0119,70.43,70.43,93,96,6.67,BR,1612475246
3838874,Río Cuarto,-33.1307,-64.3499,77.52,78.8,36,20,8.05,AR,1612475492
5554428,Ketchikan,55.3422,-131.6461,38.82,41.0,100,90,4.61,US,1612475493
2126199,Cherskiy,68.75,161.3,-11.29,-11.29,73,20,11.7,RU,1612475488
6096551,Pangnirtung,66.1451,-65.7125,3.2,3.2,85,90,4.61,CA,1612475496
986717,Kruisfontein,-34.0033,24.7314,66.0,66.0,85,0,1.01,ZA,1612475321
1489661,Tevriz,57.509,72.4042,8.22,8.22,95,96,4.18,RU,1612475498
2163355,Hobart,-42.8794,147.3294,68.45,69.01,73,75,4.61,AU,1612475400
485660,Tsimmerbude,54.675,20.1347,16.75,21.0,92,40,2.24,RU,1612475286
2122605,Okhotsk,59.3833,143.3,2.19,2.19,87,99,12.03,RU,1612475501
72181,Marzuq,14.4,46.4667,57.87,57.87,56,0,3.67,YE,1612475502
2447513,Arlit,18.7369,7.3853,67.46,67.46,23,9,10.27,NE,1612475503
3361934,Saldanha,-33.0117,17.9442,62.6,62.6,82,0,10.36,ZA,1612475504
2219235,Ubari,26.5921,12.7805,53.65,53.65,40,2,6.24,LY,1612475506
3836873,San Miguel de Tucumán,-26.8241,-65.2226,84.2,84.2,54,20,2.46,AR,1612475252
686090,Asău,46.4333,26.4,42.89,43.0,81,0,10.36,RO,1612475509
217834,Bukama,-9.2,25.85,70.38,70.38,88,92,0.83,CD,1612475510
649924,Kuusamo,65.9667,29.1833,5.0,5.0,85,0,5.75,FI,1612475500
964420,Port Elizabeth,-33.918,25.5701,69.8,69.8,83,40,4.61,ZA,1612475512
6165406,Thompson,55.7435,-97.8558,-7.6,-7.6,71,90,9.22,CA,1612475513
2206939,Bluff,-46.6,168.3333,53.83,53.83,66,55,4.59,NZ,1612475515
525426,Sobolevo,54.4299,31.8996,12.56,12.56,95,100,14.65,RU,1612475491
2017155,Saskylakh,71.9167,114.0833,-41.66,-41.66,75,0,3.83,RU,1612475517
1800519,Mingguang,32.7802,117.9638,44.71,44.71,71,100,2.15,CN,1612475518
3671519,Puerto Carreño,6.189,-67.4859,94.75,94.75,41,69,9.91,CO,1612475404
3471451,Arraial do Cabo,-22.9661,-42.0278,80.35,82.4,73,0,17.27,BR,1612475520
3374083,Bathsheba,13.2167,-59.5167,80.6,80.6,61,20,19.57,BB,1612475521
3347019,Mossamedes,-15.1961,12.1522,72.66,72.66,71,0,9.24,AO,1612475263
5262680,Merrill,45.1805,-89.6835,28.76,28.99,100,90,4.9,US,1612475523
5880054,Barrow,71.2906,-156.7887,-27.4,-27.4,75,1,5.75,US,1612475448
3428068,San Vicente,-26.6167,-54.1333,73.56,73.56,64,25,6.04,AR,1612475526
2074865,Carnarvon,-24.8667,113.6333,78.39,78.39,85,99,19.37,AU,1612475527
2980043,Arrondissement de Saint-Gaudens,43.0833,0.6667,48.79,52.0,100,20,3.69,FR,1612475529
1082243,Ambilobe,-13.2,49.05,74.62,74.62,93,49,1.88,MG,1612475314
3489440,Morant Bay,17.8815,-76.4093,77.27,82.4,65,75,4.61,JM,1612475239
3137469,Sørland,67.667,12.6934,32.0,32.0,74,20,4.61,NO,1612475285
3466296,Chapecó,-27.0964,-52.6183,73.4,73.4,68,40,13.8,BR,1612475454
3418910,Upernavik,72.7868,-56.1549,-9.08,-9.08,69,40,4.97,GL,1612475254
3372964,Lagoa,39.05,-27.9833,54.86,54.86,71,2,24.23,PT,1612475536
2092164,Lorengau,-2.0226,147.2712,81.43,81.43,77,99,4.72,PG,1612475538
3372783,Ponta Delgada,37.7333,-25.6667,55.2,55.4,71,40,12.66,PT,1612475539
4692856,Galveston,29.3669,-94.9669,68.16,71.6,73,90,14.97,US,1612475418
286621,Salalah,17.0151,54.0924,71.6,71.6,73,40,3.44,OM,1612475541
1253956,Udhampur,32.9333,75.1333,46.74,46.74,55,100,4.7,IN,1612475542
1491267,Sos'va,59.1766,61.8558,11.53,11.53,97,97,3.74,RU,1612475543
3531368,Celestún,20.8667,-90.4,76.48,76.48,48,0,4.45,MX,1612475545
5536630,Cedar City,37.6775,-113.0619,37.4,37.4,38,20,13.8,US,1612475546
1735106,George Town,5.4112,100.3354,76.35,78.01,78,20,2.3,MY,1612475547
3577430,Road Town,18.4167,-64.6167,78.69,80.6,78,40,8.05,VG,1612475311
1807339,Huangmei,30.1924,116.025,48.69,48.69,89,100,0.83,CN,1612475549
1214488,Meulaboh,4.1363,96.1285,75.88,75.88,87,51,5.41,ID,1612475550
4036284,Alofi,-19.0595,-169.9187,78.8,78.8,89,90,10.36,NU,1612475551
1810637,Ganzhou,28.8184,115.4327,51.28,51.28,90,87,2.21,CN,1612475552
292968,Abu Dhabi,24.4667,54.3667,64.63,66.2,88,0,1.14,AE,1612475487
3692020,Saquena,-4.6667,-73.5167,82.63,82.63,90,100,1.66,PE,1612475555
5225507,Warwick,41.7001,-71.4162,36.7,37.4,56,75,10.36,US,1612475511
4161461,Lakeside,30.13,-81.7682,63.81,66.2,29,75,6.91,US,1612475369
2314302,Kinshasa,-4.3246,15.3215,76.14,77.0,78,20,6.91,CD,1612475558
6144312,Sept-Îles,50.2001,-66.3821,31.41,32.0,80,99,4.61,CA,1612475559
1804430,Lanzhou,36.0564,103.7922,28.0,28.0,41,17,2.04,CN,1612475560
2051523,Bratsk,56.1325,101.6142,5.49,6.01,85,100,8.95,RU,1612475561
3423146,Ilulissat,69.2167,-51.1,-0.4,-0.4,35,0,12.66,GL,1612475263
246008,Petra,30.3222,35.4793,45.88,45.88,92,35,14.05,JO,1612475564
6185377,Yellowknife,62.456,-114.3525,-22.88,-22.0,62,1,11.5,CA,1612475566
2094342,Kavieng,-2.5744,150.7967,83.05,83.05,76,99,8.43,PG,1612475567
1268008,Kanniyākumāri,8.0833,77.5667,75.78,75.78,68,0,19.66,IN,1612475569
3662395,Santo Antônio do Içá,-3.1022,-67.9397,80.89,80.89,91,72,3.02,BR,1612475570
2455216,Kita,13.0349,-9.4895,77.99,77.99,15,91,3.51,ML,1612475571
160552,Chato,-2.6378,31.7669,66.81,66.81,86,75,5.12,TZ,1612475572
1606316,Si Chiang Mai,17.9564,102.5867,62.55,62.55,76,0,0.63,TH,1612475574
1106677,Bambous Virieux,-20.3428,57.7575,79.38,80.01,78,40,10.36,MU,1612475575
3392368,Penalva,-3.2942,-45.1736,77.47,77.47,87,94,5.12,BR,1612475577
5122534,Jamestown,42.097,-79.2353,34.09,37.99,44,1,10.36,US,1612475323
4031574,Provideniya,64.3833,-173.3,-8.59,-8.59,88,100,28.19,RU,1612475579
2173911,Broken Hill,-31.95,141.4333,62.6,62.6,51,90,12.66,AU,1612475474
517897,Novospasskoye,53.1468,47.7514,34.92,34.92,95,100,7.78,RU,1612475581
5797693,Hoquiam,46.9809,-123.8893,47.03,48.0,100,90,16.11,US,1612475582
3443061,Chui,-33.6971,-53.4616,66.22,66.22,75,64,14.14,UY,1612475583
3388760,São Geraldo do Araguaia,-6.4006,-48.555,77.68,77.68,88,87,1.68,BR,1612475584
359792,Aswān,24.0934,32.907,60.19,60.19,45,0,10.54,EG,1612475585
3127460,Burgos,42.3394,-3.7079,42.01,42.8,93,75,2.39,ES,1612475587
5557293,Sitka,57.0531,-135.33,37.4,37.4,100,75,9.22,US,1612475588
1486321,Yar-Sale,66.8333,70.8333,-20.99,-20.99,87,56,6.22,RU,1612475486
780687,Berlevåg,70.8578,29.0864,28.2,30.2,69,75,25.32,NO,1612475494
2121385,Severo-Kuril'sk,50.6789,156.125,8.58,8.58,88,74,11.07,RU,1612475591
2012956,Yerbogachën,61.2767,108.0108,-19.7,-19.7,87,95,1.57,RU,1612475332
3883457,Lebu,-37.6167,-73.65,69.01,69.01,58,0,5.3,CL,1612475593
2094027,Kieta,-6.2167,155.6333,82.27,82.27,73,26,6.11,PG,1612475594
2071860,Esperance,-33.8667,121.9,55.4,55.4,76,90,5.75,AU,1612475595
3419842,Sisimiut,66.9395,-53.6735,4.19,4.19,73,33,13.76,GL,1612475471
3633444,Machiques,10.0644,-72.545,91.44,91.44,44,25,6.78,VE,1612475598
1487939,Uvat,59.1433,68.8953,10.99,10.99,94,100,6.04,RU,1612475599
2136825,Isangel,-19.55,169.2667,80.6,80.6,78,40,6.91,VU,1612475600
2156643,Mount Gambier,-37.8333,140.7667,50.0,50.0,100,90,5.75,AU,1612475601
1028434,Quelimane,-17.8786,36.8883,78.51,78.51,90,51,3.2,MZ,1612475603
2331447,Maiduguri,11.8464,13.1603,69.44,69.44,26,7,9.4,NG,1612475604
1264976,Leh,34.1667,77.5833,6.85,6.85,61,100,4.09,IN,1612475606
2126123,Chokurdakh,70.6333,147.9167,-11.61,-11.61,87,21,20.33,RU,1612475607
5563839,Fortuna,40.5982,-124.1573,52.93,55.0,66,1,13.8,US,1612475609
4021858,Guerrero Negro,27.9769,-114.0611,65.44,65.44,58,100,19.82,MX,1612475513
3445713,Uruaçu,-14.5247,-49.1408,75.58,75.58,84,52,1.19,BR,1612475427
4360369,Laurel,39.0993,-76.8483,43.75,46.4,38,1,4.61,US,1612475613
2514651,Los Llanos de Aridane,28.6585,-17.9182,54.84,60.8,48,0,6.91,ES,1612475614
2338660,Yaan,7.3833,8.5667,82.06,82.06,15,77,3.29,NG,1612475615
2027044,Batagay,67.6333,134.6333,-38.85,-38.85,80,100,1.25,RU,1612475616
3382160,Cayenne,4.9333,-52.3333,80.6,80.6,78,90,9.22,GF,1612475617
5131692,Plattsburgh,44.6995,-73.4529,30.74,30.99,64,1,6.91,US,1612475618
3466165,Cidreira,-30.1811,-50.2056,71.31,71.31,70,16,19.86,BR,1612475620
1529484,Kumul,42.8,93.45,25.21,25.21,86,0,0.63,CN,1612475348
2125693,Evensk,61.95,159.2333,0.91,0.91,89,100,22.91,RU,1612475622
1498161,Muzhi,65.3667,64.6667,-11.36,-11.36,90,99,5.44,RU,1612475324
2316748,Bolobo,-2.1667,16.2333,74.41,74.41,90,96,1.54,CD,1612475461
3445026,Vila Velha,-20.3297,-40.2925,81.12,82.4,69,0,18.41,BR,1612475596
2127202,Anadyr,64.75,177.4833,-0.4,-0.4,78,75,20.13,RU,1612475627
80509,Al Bardīyah,31.7561,25.0865,58.44,58.44,86,6,13.4,LY,1612475629
627904,Hrodna,53.6884,23.8258,10.47,10.47,96,49,7.27,BY,1612475630
1540475,Turtas,58.9417,69.1325,11.84,11.84,95,100,5.75,RU,1612475631
2621927,Frederikshavn,57.4407,10.5366,24.37,24.8,74,90,11.5,DK,1612475633
2181625,Te Anau,-45.4167,167.7167,63.1,63.1,66,82,0.56,NZ,1612475635
3662252,São Paulo de Olivença,-3.3783,-68.8725,81.01,81.01,83,85,0.25,BR,1612475636
5767918,Pierre,44.3683,-100.351,30.2,30.2,47,40,21.85,US,1612475638
2396518,Port-Gentil,-0.7193,8.7815,82.4,82.4,89,90,5.75,GA,1612475640
2070998,Geraldton,-28.7667,114.6,75.2,75.2,33,40,25.32,AU,1612475641
1261122,Nūrpur,29.15,78.4167,52.39,52.39,86,36,4.54,IN,1612475642
3421765,Nanortalik,60.1432,-45.2371,22.35,22.35,82,99,9.15,GL,1612475643
1254046,Tura,25.5198,90.2201,60.6,60.6,54,0,3.89,IN,1612475644
3988392,Rosarito,32.3333,-117.0333,60.8,60.8,67,20,13.8,MX,1612475646
4035715,Avarua,-21.2078,-159.775,84.2,84.2,70,100,6.91,CK,1612475647
3395981,Maceió,-9.6658,-35.7353,78.8,78.8,83,0,9.22,BR,1612475648
1859740,Moroyama,35.9303,139.3023,31.78,35.01,74,1,4.14,JP,1612475650
142255,Bāfq,31.6128,55.4107,50.25,50.25,39,0,0.76,IR,1612475651
3455903,Oliveira dos Brejinhos,-12.3169,-42.8961,77.7,77.7,66,99,1.92,BR,1612475652
5866063,Kenai,60.5544,-151.2583,16.52,17.6,79,90,4.61,US,1612475653
3932145,Pisco,-13.7,-76.2167,76.57,77.0,73,0,6.91,PE,1612475654
1649150,Bengkulu,-3.8004,102.2655,75.69,75.69,85,100,4.76,ID,1612475655
2176639,Batemans Bay,-35.7167,150.1833,68.52,73.99,85,70,11.01,AU,1612475499
2122090,Pevek,69.7008,170.3133,-11.52,-11.52,77,0,12.01,RU,1612475484
2644204,Livingston,55.9029,-3.5226,39.07,41.0,93,90,12.66,GB,1612475659
4013679,Coahuayana Viejo,18.7333,-103.6833,87.8,87.8,42,20,6.49,MX,1612475660
2995041,Maurepas,48.7649,1.9292,45.1,46.99,93,90,2.3,FR,1612475661
3424607,Tasiilaq,65.6145,-37.6368,26.6,26.6,93,90,23.02,GL,1612475662
615460,Pitsunda,43.1592,40.3378,55.2,55.4,62,90,2.24,GE,1612475663
2171722,Charters Towers,-20.1,146.2667,75.94,75.94,82,96,11.72,AU,1612475664
1608033,Pak Phanang,8.3511,100.202,77.07,77.07,81,96,5.5,TH,1612475665
2206854,Gisborne,-38.6533,178.0042,59.0,59.0,74,90,11.01,NZ,1612475667
2109528,Buala,-8.145,159.5921,81.54,81.54,78,99,7.2,SB,1612475668
463144,Zheshart,62.0731,49.5733,13.64,13.64,97,100,3.83,RU,1612475671
105298,Jizan,17.3333,42.6667,77.0,77.0,73,0,9.22,SA,1612475672
3393692,Itarema,-2.9248,-39.9167,79.52,79.52,77,67,13.76,BR,1612475673
3939761,Hualmay,-11.0964,-77.6139,73.35,73.35,70,93,7.29,PE,1612475674
5546220,Saint George,37.1041,-113.5841,54.43,55.99,25,1,4.61,US,1612475451
6089245,Norman Wells,65.282,-126.8329,-41.8,-41.8,66,20,3.44,CA,1612475676
3660401,Bahía de Caráquez,-0.6,-80.4167,78.8,78.8,94,75,2.3,EC,1612475677
6167817,Torbay,47.6666,-52.7314,43.12,44.01,100,90,3.44,CA,1612475678
3533462,Acapulco de Juárez,16.8634,-99.8901,86.0,86.0,70,1,4.61,MX,1612475679
2524170,Messina,38.1933,15.5497,55.58,57.0,66,0,2.3,IT,1612475681
5712169,Baker City,44.7749,-117.8344,37.81,42.8,42,90,4.61,US,1612476547
3576994,Cockburn Town,21.4612,-71.1419,75.2,75.2,57,75,9.22,TC,1612476549
2630299,Hofn,64.2539,-15.2082,35.67,35.67,81,100,14.45,IS,1612476550
3393536,Olinda,-8.0089,-34.8553,80.6,80.6,69,40,5.75,BR,1612476522
3628473,San Cristobal,7.7669,-72.225,86.0,86.0,54,40,13.8,VE,1612476328
1488903,Turukhansk,65.8167,87.9833,-16.51,-16.51,89,100,5.14,RU,1612476553
5983720,Iqaluit,63.7506,-68.5145,12.2,12.2,85,90,23.02,CA,1612476554
1215502,Banda Aceh,5.5577,95.3222,76.93,76.93,79,19,11.77,ID,1612476555
5924351,Clyde River,70.4692,-68.5914,-20.2,-20.2,76,75,12.66,CA,1612476556
1785781,Yulin,22.6333,110.15,56.98,56.98,87,0,2.73,CN,1612476558
3887127,Iquique,-20.2208,-70.1431,73.4,73.4,64,0,12.66,CL,1612476559
2068110,Kununurra,-15.7667,128.7333,78.8,78.8,100,100,1.14,AU,1612476560
1651103,Atambua,-9.1061,124.8925,74.57,74.57,91,100,3.6,ID,1612476561
2013639,Verkhnevilyuysk,63.4453,120.3167,-41.3,-41.3,81,50,4.56,RU,1612476562
5282297,Bethel,41.3712,-73.414,38.07,39.2,45,1,5.75,US,1612476531
1788450,Xinzhou,38.4092,112.7333,31.19,31.19,72,97,4.34,CN,1612476564
3449747,Santa Vitória do Palmar,-33.5189,-53.3681,66.31,66.31,73,42,14.14,BR,1612476565
707559,Irshava,48.3167,23.0385,44.01,44.01,75,98,1.99,UA,1612476567
3840092,Puerto Madryn,-42.7692,-65.0385,88.05,88.05,20,0,26.84,AR,1612476568
2018735,Nyurba,63.2842,118.3319,-38.81,-38.81,81,76,5.59,RU,1612476569
2171099,Codrington,-38.2667,141.9667,56.3,56.3,81,100,16.87,AU,1612476571
3421319,Nuuk,64.1835,-51.7216,12.09,12.2,57,40,21.85,GL,1612476572
5554072,Juneau,58.3019,-134.4197,27.79,32.0,86,40,1.86,US,1612476388
3929611,San Jerónimo,-11.9472,-75.2829,59.02,59.02,59,93,4.92,PE,1612476574
1819729,Hong Kong,22.2855,114.1577,61.02,64.0,81,24,1.01,HK,1612476511
3174093,Manerbio,45.3558,10.1352,45.07,46.4,87,40,2.3,IT,1612476576
2171766,Charlestown,-32.95,151.6667,76.55,78.01,79,17,1.99,AU,1612476284
485215,Synya,65.3718,58.0387,-3.19,-3.19,91,97,6.46,RU,1612476578
3440777,Rocha,-34.4833,-54.3333,65.95,65.95,79,98,15.84,UY,1612476567
1131162,Panjāb,34.388,67.0233,4.55,4.55,64,0,4.0,AF,1612476580
2093685,Kokopo,-4.352,152.2633,80.62,80.62,76,100,4.79,PG,1612476583
1058381,Morondava,-20.2833,44.2833,82.54,82.54,80,100,7.4,MG,1612476584
5710360,Winnemucca,40.973,-117.7357,41.0,41.0,42,1,6.91,US,1612476585
4033557,Tautira,-17.7333,-149.15,84.11,84.2,65,20,3.44,PF,1612476586
5972291,Havre-St-Pierre,50.2334,-63.5986,32.0,32.0,100,90,5.75,CA,1612476587
1259385,Port Blair,11.6667,92.75,77.41,77.41,81,1,7.09,IN,1612476307
4255151,Bud,39.447,-86.1758,34.0,34.0,94,100,1.01,US,1612476589
3466307,Chapada dos Guimarães,-15.4606,-55.7497,80.6,80.6,83,75,6.91,BR,1612476590
1490058,Taseyevo,57.2169,94.8978,8.82,8.82,94,100,6.11,RU,1612476592
763829,Nisko,50.5199,22.1397,30.99,30.99,84,96,1.99,PL,1612476594
2022572,Khatanga,71.9667,102.5,-30.87,-30.87,78,0,9.15,RU,1612476595
