ID,City,Lattitude,Longitude,Temperature (F),Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Country,Date
1863495,Gushikawa,26.3544,127.8686,52.84,59.0,93,1,5.75,JP,1612476596
4947607,Plymouth,41.8334,-70.8328,37.08,37.99,60,90,6.91,US,1612476597
3355672,Lüderitz,-26.6481,15.1594,69.57,69.57,59,0,20.96,NA,1612476460
2336056,Jimeta,9.2833,12.4667,79.09,79.09,17,0,6.24,NG,1612476599
1280037,Shache,38.4167,77.2406,26.83,26.83,83,0,1.5,CN,1612476600
3372760,Praia da Vitória,38.7333,-27.0667,53.35,53.6,76,75,23.8,PT,1612476606
3526756,Isla Mujeres,21.2311,-86.731,77.27,78.8,53,40,13.8,MX,1612476607
1633419,Padang,-0.9492,100.3543,77.0,77.0,94,40,1.14,ID,1612476608
3380290,Sinnamary,5.3833,-52.95,77.31,77.31,81,97,13.87,GF,1612476525
2036892,Hohhot,40.8106,111.6522,6.8,6.8,66,0,4.47,CN,1612476610
1538641,Kedrovyy,56.1667,91.8167,10.4,10.4,79,40,4.47,RU,1612476611
2629833,Husavik,66.0449,-17.3389,23.0,23.0,74,0,9.22,IS,1612476443
1529660,Aksu,41.1231,80.2644,22.51,22.51,88,0,1.72,CN,1612476613
2012593,Zeya,53.75,127.2667,-23.57,-23.57,83,100,1.5,RU,1612476615
3943789,Chincha Alta,-13.4099,-76.1323,76.05,77.0,65,0,16.11,PE,1612476616
5847411,Kahului,20.8947,-156.47,67.91,71.6,60,75,13.8,US,1612476617
2271968,Aljezur,37.3191,-8.8033,53.01,53.01,100,100,3.0,PT,1612476618
1637001,Biak,-0.9131,122.8766,75.99,75.99,81,100,1.21,ID,1612476619
2084442,Vanimo,-2.6741,141.3028,78.96,78.96,82,89,3.85,PG,1612476620
2381972,Adrar,20.5022,-10.0711,73.83,73.83,17,23,7.02,MR,1612476549
1512205,Abaza,52.655,90.0928,17.78,17.78,93,100,2.46,RU,1612476622
3430443,Necochea,-38.5473,-58.7368,69.01,69.01,73,0,3.0,AR,1612476623
934479,Grand Gaube,-20.0064,57.6608,80.01,80.01,75,13,5.99,MU,1612476580
3013633,Arrondissement du Havre,49.5833,0.3333,46.0,48.2,87,0,6.91,FR,1612476626
912628,Kasempa,-13.4584,25.8338,64.9,64.9,92,50,3.76,ZM,1612476627
895061,Bindura,-17.3019,31.3306,64.0,64.0,88,85,1.99,ZW,1612476628
1714733,Dingle,10.9995,122.6711,73.89,73.89,92,89,8.12,PH,1612476552
3407903,Almeirim,-1.5233,-52.5817,84.43,84.43,60,79,4.7,BR,1612476607
2514301,Mahon,39.8885,4.2658,51.8,51.8,100,90,5.75,ES,1612476562
3407882,Altamira,-3.2033,-52.2064,87.8,87.8,70,20,5.75,BR,1612476632
3480908,La Asuncion,11.0333,-63.8628,78.53,78.53,79,24,18.59,VE,1612476633
4362001,Mayo,38.8876,-76.5119,43.2,44.6,33,1,3.31,US,1612476362
4513583,Hamilton,39.1834,-84.5333,34.9,36.0,75,90,3.44,US,1612476447
513898,Otradnoye,59.7775,30.8181,7.61,10.0,85,75,6.71,RU,1612476637
1701054,Marawi,7.9986,124.2928,73.0,73.0,88,68,8.01,PH,1612476638
3388456,São José da Coroa Grande,-8.8978,-35.1478,79.36,79.36,77,3,11.5,BR,1612476639
142554,Hashtrūd,37.4779,47.0508,31.42,31.42,90,100,1.43,IR,1612476640
3671437,Caucayá,-0.1934,-74.7819,76.55,76.55,90,98,2.06,CO,1612476641
103630,Najrān,17.4924,44.1277,64.4,64.4,25,0,2.75,SA,1612476642
363656,Yambio,4.5721,28.3955,82.96,82.96,29,86,4.83,SS,1612476643
2083537,Wewak,-3.5534,143.6268,78.13,78.13,84,56,5.48,PG,1612476544
1737486,Bintulu,3.1667,113.0333,75.09,75.2,100,40,6.53,MY,1612476648
4034188,Moerai,-22.4333,-151.3333,81.09,81.09,73,6,11.95,PF,1612476649
58933,Garoowe,8.4054,48.4845,62.55,62.55,77,1,8.37,SO,1612476650
3838859,Río Gallegos,-51.6226,-69.2181,77.0,77.0,23,0,29.93,AR,1612476651
1122464,Taywarah,33.35,64.4167,24.8,24.8,79,0,1.23,AF,1612476652
3894426,Coyhaique,-45.5752,-72.0662,86.0,86.0,26,0,5.75,CL,1612476653
3393065,Parambu,-6.2111,-40.6944,78.12,78.12,54,31,1.05,BR,1612476655
3448903,São João da Barra,-21.6403,-41.0511,82.4,82.4,65,0,23.02,BR,1612476444
2281120,Tabou,4.423,-7.3528,78.57,78.57,90,3,7.36,CI,1612476658
306569,Konya Province,38.1667,32.5,39.2,39.2,87,0,1.14,TR,1612476659
3893629,Coquimbo,-29.9533,-71.3436,62.6,62.6,77,40,10.36,CL,1612476659
1002145,George,-33.963,22.4617,64.4,64.4,94,0,2.3,ZA,1612476661
4921868,Indiana,40.0003,-86.2503,34.54,37.0,93,90,19.57,US,1612476662
1026014,Tete,-16.1564,33.5867,78.4,78.8,94,20,2.55,MZ,1612476664
5177396,Worthington,40.0931,-83.018,35.2,36.0,55,90,12.66,US,1612476465
4013724,Camargo,27.6667,-105.1667,81.66,81.66,16,100,17.96,MX,1612476666
3572924,Alice Town,25.7167,-79.3,67.73,67.73,50,15,9.24,BS,1612476667
3869716,Tocopilla,-22.092,-70.1979,72.3,72.3,49,93,5.57,CL,1612476668
733831,Xylaganí,40.9833,25.4167,48.0,48.0,92,0,0.98,GR,1612476669
1489656,Teya,60.3778,92.6267,0.07,0.07,90,99,4.21,RU,1612476663
3026141,Châtellerault,46.8,0.5333,51.37,51.8,87,75,6.91,FR,1612476672
3671450,Inírida,3.8653,-67.9239,83.93,83.93,74,100,0.96,CO,1612476674
2017215,Sangar,63.9242,127.4739,-43.33,-43.33,78,20,4.59,RU,1612476675
209598,Manono,-7.3,27.4167,71.15,71.15,93,100,3.49,CD,1612476677
3191302,Sanica,44.6142,16.6411,44.6,44.6,87,0,3.44,BA,1612476678
2121373,Seymchan,62.8833,152.4333,-15.77,-15.77,87,100,3.13,RU,1612476679
5969025,Haines Junction,60.7522,-137.5108,-9.4,-9.4,49,97,3.44,CA,1612476680
2610343,Vestmanna,62.1564,-7.1664,33.8,33.8,60,20,14.97,FO,1612476681
86049,Jalu,29.0331,21.5482,56.68,56.68,66,0,8.43,LY,1612476684
3530103,San Miguel de Cozumel,20.5083,-86.9458,77.0,77.0,61,40,5.75,MX,1612476400
110690,Faya,18.3851,42.4509,58.86,62.6,82,0,5.75,SA,1612476686
2189343,Kaeo,-35.1,173.7833,73.99,73.99,63,34,1.99,NZ,1612476687
4845585,Westport,41.1415,-73.3579,39.42,41.0,48,1,3.44,US,1612476534
1512019,Aksarka,66.5606,67.7975,-20.07,-20.07,87,86,6.29,RU,1612476689
3939168,Huarmey,-10.0681,-78.1522,74.39,74.39,66,99,8.14,PE,1612476521
1649378,Tambun,-6.2641,107.0712,77.02,78.01,94,40,3.44,ID,1612476692
1831112,Kampot,10.6167,104.1833,74.44,75.2,88,20,3.44,KH,1612476562
3403687,Camocim,-2.9022,-40.8411,80.67,80.67,74,89,15.19,BR,1612476694
3702577,Portobelo,9.55,-79.65,76.5,84.0,99,67,13.18,PA,1612476695
886990,Marondera,-18.1853,31.5519,61.43,61.43,98,78,2.86,ZW,1612476696
3870243,Taltal,-25.4,-70.4833,70.45,70.45,59,23,6.96,CL,1612476697
2088122,Port Moresby,-9.4431,147.1797,77.0,77.0,94,40,5.75,PG,1612476556
2992770,Arrondissement de Mont-de-Marsan,44.0,-0.6667,51.46,53.01,87,0,3.44,FR,1612476699
70979,Sayyan,15.1718,44.3244,43.7,43.7,56,0,3.78,YE,1612476700
5789683,Centralia,46.7162,-122.9543,46.69,48.99,87,90,8.05,US,1612476702
2122614,Okha,53.5739,142.9478,-12.42,-12.42,88,100,22.37,RU,1612476703
2018553,Ol'ga,43.7444,135.2892,-4.63,-4.63,83,0,5.19,RU,1612476705
2729907,Longyearbyen,78.2186,15.6401,19.4,19.4,68,75,16.11,SJ,1612476706
5703673,Elko,41.0002,-115.5012,34.16,37.4,44,20,11.5,US,1612476634
4004293,Ixtapa,20.7,-105.2,73.4,73.4,78,1,12.66,MX,1612476708
6355222,Yulara,-25.2406,130.9889,66.2,66.2,68,75,10.36,AU,1612476709
935255,Sainte-Marie,-20.8968,55.5496,73.04,77.0,78,75,4.61,RE,1612476710
3860443,Comodoro Rivadavia,-45.8667,-67.5,86.0,86.0,25,0,12.66,AR,1612476712
2789835,Onhaye,50.2426,4.8433,46.2,46.99,87,90,6.91,BE,1612476713
5062355,Wahpeton,46.2652,-96.6059,10.18,10.4,72,75,20.71,US,1612476715
3416888,Grindavik,63.8424,-22.4338,37.4,37.4,87,75,25.32,IS,1612476716
2063056,Port Augusta,-32.5,137.7667,57.33,57.99,71,0,13.8,AU,1612476581
1885823,Jiangyou,31.7667,104.7167,44.58,44.58,72,0,2.51,CN,1612476718
703317,Lazurne,46.084,32.5295,44.64,44.64,81,78,23.33,UA,1612476720
505259,Primorsko-Akhtarsk,46.0497,38.1747,46.02,46.02,93,100,19.37,RU,1612476722
2122104,Petropavlovsk-Kamchatskiy,53.0452,158.6483,-2.2,-2.2,78,40,2.24,RU,1612476566
2021613,Krasnorechenskiy,44.6265,135.3532,-16.87,-16.87,81,0,5.37,RU,1612476724
1283334,Birin,26.8865,88.0718,46.94,46.94,68,0,4.81,NP,1612476725
1242110,Kalmunai,7.4167,81.8167,75.83,75.83,83,100,10.54,LK,1612476550
1513491,Yangi Marg`ilon,40.4272,71.7189,33.8,33.8,69,1,9.22,UZ,1612476727
7117100,Vila,42.0304,-8.1588,44.01,44.01,92,100,2.8,PT,1612476520
1636308,Manokwari,-0.8667,134.0833,78.19,78.19,80,92,6.15,ID,1612476729
2990271,Arrondissement de Nogent-le-Rotrou,48.3333,1.0,44.46,46.0,100,100,5.95,FR,1612476731
5955902,Fort Nelson,58.8053,-122.7002,-13.0,-13.0,64,75,5.75,CA,1612476732
10722858,Forsytheganj,52.6333,29.7333,17.15,17.15,95,96,15.66,BY,1612476733
6255012,Flinders,-34.5833,150.8552,73.99,73.99,85,60,3.0,AU,1612476734
286245,Sur,22.5667,59.5289,65.37,65.37,72,0,3.96,OM,1612476543
5859699,College,64.8569,-147.8028,-12.71,-11.99,70,20,5.75,US,1612476736
2245170,Podor,16.6527,-14.9587,80.6,80.6,34,0,4.61,MR,1612476737
709334,Yarke Pole,45.608,34.3172,49.64,49.64,75,86,19.35,UA,1612476738
1223738,Weligama,5.9667,80.4167,72.84,72.84,87,99,6.73,LK,1612476550
3906466,Riberalta,-10.9833,-66.1,84.2,84.2,84,75,13.8,BO,1612476740
3480780,Horqueta,-23.3428,-57.0597,77.88,77.88,70,69,5.91,PY,1612476743
1566166,Thanh Hoa,19.8,105.7667,62.55,62.55,91,0,1.03,VN,1612476744
3372472,Vila Franca do Campo,37.7167,-25.4333,55.18,55.4,71,40,12.66,PT,1612476745
6316343,Alta Floresta,-9.8756,-56.0861,79.09,79.09,84,96,2.37,BR,1612476543
1217734,Boysun,38.2061,67.1986,38.12,38.12,63,18,4.34,UZ,1612476747
1517637,Ushtobe,45.2514,77.9838,26.44,26.44,91,100,1.95,KZ,1612476497
2303611,Esim,4.8699,-2.2405,79.93,79.93,86,3,7.74,GH,1612476749
1259091,Kollam,8.8833,76.6,78.8,78.8,83,20,8.81,IN,1612476750
3374351,Pombas,17.1503,-25.0201,69.8,69.8,68,20,27.63,CV,1612476752
3421719,Narsaq,60.9167,-46.05,14.0,14.0,52,82,2.3,GL,1612476753
3940002,Huacho,-11.1067,-77.605,73.58,73.58,70,93,7.29,PE,1612476754
3450083,Santa Maria,-29.6842,-53.8069,73.4,73.4,88,75,5.75,BR,1612476756
4193042,Effingham County,32.3669,-81.3332,56.23,57.0,38,90,9.22,US,1612476757
2173125,Burnie,-41.0667,145.9167,66.76,70.0,95,100,7.0,AU,1612476758
2527087,Tiznit Province,29.5833,-9.5,52.27,52.27,85,98,8.63,MA,1612476759
4588165,Mt. Pleasant,32.7941,-79.8626,49.5,51.01,76,1,9.26,US,1612480475
6111862,Port Hardy,50.6996,-127.4199,41.7,42.8,100,90,4.61,CA,1612480477
113632,Taft,31.7471,54.2088,46.4,46.4,27,0,2.3,IR,1612480478
570508,Buy,58.4786,41.53,6.57,6.57,94,99,3.24,RU,1612480479
2225457,Nanga Eboko,4.6833,12.3667,72.01,72.01,34,24,0.49,CM,1612480480
2240449,Luanda,-8.8368,13.2343,80.6,80.6,78,75,6.91,AO,1612480379
1337610,Thinadhoo,0.5333,72.9333,81.7,81.7,77,92,10.56,MV,1612480482
777019,Vardø,70.3705,31.1107,23.0,23.0,93,90,17.27,NO,1612480483
3995490,Monte Escobedo,22.3,-103.5833,74.44,74.44,17,0,13.76,MX,1612480484
2036959,Heishan,41.6892,122.1128,23.36,23.36,83,0,6.69,CN,1612480485
5312476,Safford,32.834,-109.7076,65.17,69.8,18,1,23.02,US,1612480487
3408368,Acaraú,-2.8856,-40.12,79.29,79.29,78,75,14.27,BR,1612480488
2035707,Mujiayingzi,42.1167,118.7833,20.77,20.77,89,2,11.27,CN,1612480489
1494941,Pirovskoye,57.6267,92.2658,5.9,5.9,94,99,7.72,RU,1612480491
702878,Lokachi,50.737,24.6494,27.0,27.0,82,66,4.0,UA,1612480492
8079926,Labuhan,-6.8844,112.2051,78.37,78.37,86,98,14.32,ID,1612480494
2986626,Plouzané,48.3833,-4.6167,45.84,48.2,93,90,4.61,FR,1612480495
1525798,Balkhash,46.844,74.9804,23.25,23.25,98,100,1.52,KZ,1612480497
1256469,Shirwal,18.1333,73.9833,65.26,65.26,42,72,2.19,IN,1612480498
358620,Safaga,26.7292,33.9365,60.8,60.8,59,0,9.22,EG,1612480500
1582436,Don Luan,11.5333,106.9167,67.77,67.77,77,33,3.56,VN,1612480501
1256431,Shorāpur,16.5167,76.75,61.41,61.41,69,0,6.49,IN,1612480504
3392054,Pinheiro,-2.5214,-45.0825,76.89,76.89,84,59,4.29,BR,1612480506
1490256,Talnakh,69.4865,88.3972,-22.59,-22.59,86,100,1.5,RU,1612480508
2311127,Tshela,-4.9833,12.9333,76.17,76.17,96,100,1.59,CD,1612480509
1263752,Māngrol,21.1167,70.1167,65.16,65.16,57,0,10.71,IN,1612480307
2191562,Dunedin,-45.8742,170.5036,55.99,55.99,69,24,23.0,NZ,1612480387
3728097,Les Cayes,18.2,-73.75,76.62,76.62,74,6,5.44,HT,1612480513
2577162,Gaoua,10.2992,-3.2508,78.69,78.69,18,3,2.62,BF,1612480514
2429344,Kyabé,9.4515,18.9449,79.3,79.3,17,10,8.08,TD,1612480516
2284647,Man,7.4125,-7.5538,77.47,77.47,62,33,3.09,CI,1612480517
3578351,Petites Anses,15.8501,-61.6442,77.86,78.8,73,0,5.75,GP,1612480520
236950,Obo,5.3998,26.4869,75.56,75.56,30,63,2.33,CF,1612480522
3389822,Salinópolis,-0.6136,-47.3561,79.99,79.99,83,72,10.94,BR,1612480426
463516,Zharkovskiy,55.849,32.2697,8.1,8.1,95,99,6.93,RU,1612480524
1529651,Altay,47.8667,88.1167,18.52,18.52,90,91,0.63,CN,1612480525
2179825,Waitati,-45.75,170.5667,55.99,55.99,69,34,23.0,NZ,1612480527
964712,Plettenberg Bay,-34.0527,23.3716,65.23,65.23,89,5,1.66,ZA,1612480528
4300105,Mayfield,36.7417,-88.6367,48.02,50.0,100,90,12.66,US,1612480530
1803841,Lianzhou,24.7811,112.3825,58.15,58.15,73,25,1.77,CN,1612480270
4355274,Forestville,38.8451,-76.875,38.86,42.8,38,1,3.44,US,1612480308
3832899,Viedma,-40.8135,-62.9967,84.0,84.0,30,0,17.54,AR,1612480369
3406202,Barreirinha,-2.7933,-57.07,82.6,82.6,69,59,0.11,BR,1612480535
935214,Saint-Pierre,-21.3393,55.4781,77.65,80.6,69,75,4.61,RE,1612480537
5245193,Beaver Dam,43.4578,-88.8373,32.65,34.0,100,90,7.36,US,1612480538
3059448,Kolárovo,47.9229,17.9847,36.68,39.0,87,75,1.14,SK,1612480539
5888001,Atikokan,48.7555,-91.6216,10.29,10.29,94,100,9.31,CA,1612480540
3691954,Sechura,-5.5569,-80.8222,81.25,81.25,57,31,15.14,PE,1612480543
3466980,Caravelas,-17.7125,-39.2481,77.83,77.83,79,2,7.49,BR,1612480544
415189,Aden,12.7794,45.0367,74.28,74.28,69,0,15.82,YE,1612480545
1254609,Thenzawl,23.3167,92.75,46.63,46.63,55,0,3.04,IN,1612480546
496358,Severnyy,50.677,36.5532,33.8,33.8,100,90,11.18,RU,1612480548
1106643,Quatre Cocos,-20.2078,57.7625,78.91,79.0,73,40,11.5,MU,1612480294
2126710,Beringovskiy,63.05,179.3167,-0.89,-0.89,92,100,9.98,RU,1612480552
5021632,Cloquet,46.7216,-92.4594,15.71,17.6,67,75,12.66,US,1612480553
2231506,Foumban,5.7291,10.9001,65.79,65.79,32,0,2.37,CM,1612480557
2206089,Sandy Bay,-42.913,147.3532,70.63,71.6,78,75,5.75,AU,1612480558
2413753,Brikama,13.2714,-16.6494,71.6,71.6,78,0,3.44,GM,1612480561
3629614,Punta Cardon,11.6581,-70.215,78.75,78.75,81,68,29.8,VE,1612480562
2441482,Magaria,12.9983,8.9099,68.9,68.9,22,0,10.27,NE,1612480564
2297810,Mumford,5.2618,-0.759,80.65,80.65,84,0,8.95,GH,1612480363
332746,Korem,12.5058,39.5228,48.76,48.76,48,0,1.88,ET,1612480567
3374333,Praia,14.9215,-23.5087,69.8,69.8,73,75,16.11,CV,1612480570
107304,Buraidah,26.326,43.975,66.2,66.2,42,40,8.05,SA,1612480571
1526384,Boralday,43.3578,76.8594,24.8,24.8,86,81,4.47,KZ,1612480573
2334008,Kontagora,10.3999,5.4695,78.17,78.17,17,0,7.58,NG,1612480574
1214965,Kabanjahe,3.1001,98.4908,75.2,75.2,94,40,3.44,ID,1612480576
3146487,Raudeberg,61.9875,5.1352,24.01,24.01,59,1,7.36,NO,1612480577
3664659,Carauari,-4.8828,-66.8958,77.88,77.88,93,99,0.89,BR,1612480579
665738,Surdila-Găiseanca,45.0667,27.3333,48.49,48.49,66,16,12.28,RO,1612480580
2656847,Atherton,53.5237,-2.4935,44.04,45.0,88,98,1.99,GB,1612480582
4031637,Lavrentiya,65.5833,-171.0,-7.96,-7.96,85,100,19.8,RU,1612480583
3571913,Marsh Harbour,26.5412,-77.0636,65.39,65.39,53,38,4.18,BS,1612480584
3662761,Porto Walter,-8.2686,-72.7439,77.32,77.32,94,71,1.95,BR,1612480586
108410,Riyadh,24.6877,46.7219,64.4,64.4,25,0,5.75,SA,1612480514
1797929,Qingdao,36.0986,120.3719,40.24,41.0,75,0,11.18,CN,1612480589
2120769,Talaya,61.3833,152.75,-18.09,-18.09,85,100,3.67,RU,1612480592
2618795,Klaksvík,62.2266,-6.589,33.8,33.8,69,40,19.57,FO,1612480593
504269,Pudozh,61.8099,36.5345,8.11,8.11,94,100,7.07,RU,1612480594
988356,Kokstad,-30.5472,29.4241,62.37,62.37,93,68,1.23,ZA,1612480596
141736,Bam,29.106,58.357,47.82,47.82,42,0,2.17,IR,1612480597
2013279,Vostok,46.4856,135.8833,-21.01,-21.01,86,39,6.22,RU,1612480598
3420846,Qaqortoq,60.7167,-46.0333,15.8,15.8,53,100,5.97,GL,1612480600
3465080,Cruzeiro do Sul,-29.5128,-51.9853,68.34,69.01,94,3,1.99,BR,1612480601
5600685,Meridian,43.6121,-116.3915,42.62,44.6,52,90,4.61,US,1612480602
5962442,Goderich,43.7501,-81.7165,30.2,30.2,59,96,14.97,CA,1612480603
1504019,Kazanskoye,55.6448,69.235,19.8,19.8,97,100,9.42,RU,1612480604
5905393,Bonavista,48.6499,-53.1147,40.91,44.01,100,95,5.61,CA,1612480605
2125945,Dolinsk,47.35,142.8,-7.6,-7.6,77,75,2.24,RU,1612480607
3662342,São Gabriel da Cachoeira,-0.1303,-67.0892,76.41,76.41,96,100,2.13,BR,1612480364
2123814,Leningradskiy,69.3833,178.4167,-26.43,-26.43,85,100,11.52,RU,1612480610
187968,Malindi,-3.2175,40.1191,76.17,76.17,88,47,8.7,KE,1612480611
3421193,Paamiut,61.994,-49.6678,16.66,16.66,75,0,7.92,GL,1612480612
2016307,Solnechnyy,50.7214,136.6319,-20.69,-20.69,81,36,2.35,RU,1612480613
1214026,Sabang,5.8933,95.3214,81.34,81.34,77,41,19.82,ID,1612480614
1787599,Xingyi,24.1877,102.817,44.13,44.13,92,0,2.53,CN,1612480616
3573374,The Valley,18.217,-63.0578,78.85,79.0,78,20,10.36,AI,1612480617
3155152,Gravdal,68.1214,13.5031,32.0,32.0,74,20,4.61,NO,1612480618
2299625,Kintampo,8.0563,-1.7306,82.62,82.62,32,20,1.7,GH,1612480620
1651531,Ambon City,-3.6954,128.1814,78.8,78.8,89,20,3.44,ID,1612480622
5335650,Ceres,37.5949,-120.9577,56.05,57.0,47,1,8.05,US,1612480624
2152659,Port Macquarie,-31.4333,152.9167,80.46,82.0,71,15,1.01,AU,1612480387
1788852,Xining,36.6167,101.7667,17.85,17.85,65,0,2.44,CN,1612480627
5197850,Lewistown,40.5992,-77.5714,31.01,32.0,51,1,1.43,US,1612480628
2610806,Vágur,61.4732,-6.8119,36.1,36.1,81,88,29.06,FO,1612480630
3893726,Constitución,-35.3333,-72.4167,63.59,63.59,83,27,4.68,CL,1612480631
118826,Rāmhormoz,31.28,49.6035,63.32,63.32,34,100,1.9,IR,1612480632
1516048,Khovd,48.0056,91.6419,17.92,17.92,81,79,6.58,MN,1612480634
553287,Kamyshin,50.0983,45.416,41.85,41.85,93,100,13.78,RU,1612480635
2361373,Diapaga,12.0708,1.7889,77.43,77.43,18,0,7.47,BF,1612480636
371745,Kutum,14.2,24.6667,55.2,55.2,37,5,13.2,SD,1612480637
5861897,Fairbanks,64.8378,-147.7164,-14.01,-11.99,76,20,3.44,US,1612480639
3348078,Kuito,-12.3833,16.9333,61.36,61.36,88,80,0.29,AO,1612480640
453754,Valmiera,57.5411,25.4275,10.22,10.99,92,66,1.01,LV,1612480642
4231997,Avera,33.194,-82.5271,51.08,53.6,32,40,4.61,US,1612480643
300617,Sivas Province,39.7916,37.0019,24.8,24.8,93,0,4.61,TR,1612480644
1529376,Korla,41.7597,86.1469,24.87,24.87,82,8,3.6,CN,1612480398
475469,Verkhnetulomskiy,68.6073,31.7962,3.2,3.2,85,75,3.71,RU,1612480647
3412093,Vestmannaeyjar,63.4427,-20.2734,39.92,39.92,71,99,31.72,IS,1612480649
3118304,Llanes,43.4198,-4.7549,47.66,48.0,98,89,1.99,ES,1612480650
2525103,Castelbuono,37.932,14.0886,60.98,62.01,58,100,1.01,IT,1612480651
463355,Zheleznodorozhnyy,55.7503,38.0042,19.6,19.99,93,90,11.18,RU,1612480653
1487784,Vargashi,55.3556,65.8467,27.3,27.3,99,100,5.1,RU,1612480654
7626405,Skibotn,69.3913,20.2679,29.53,30.2,86,75,8.05,NO,1612480655
3671497,Puerto Colombia,10.9878,-74.9547,80.6,80.6,78,20,11.5,CO,1612480591
2738381,Lata,40.1629,-8.3327,49.71,52.0,86,98,2.39,PT,1612480658
599808,Dotnuva,55.35,23.9,21.2,21.2,73,90,6.91,LT,1612480659
566157,Divnomorskoye,44.5011,38.1353,49.53,49.53,91,99,19.8,RU,1612480660
2175819,Biloela,-24.4167,150.5,78.57,78.57,56,8,3.56,AU,1612480662
1861280,Itoman,26.1247,127.6694,59.43,60.8,67,20,8.05,JP,1612480401
2126785,Belaya Gora,68.5333,146.4167,-17.36,-17.36,87,64,10.45,RU,1612480664
3453060,Pontes e Lacerda,-15.2261,-59.3353,77.13,77.13,89,100,3.36,BR,1612480665
3387423,Sítio Novo do Tocantins,-5.5183,-47.4611,75.4,75.4,91,60,4.36,BR,1612480666
3157090,Flekkefjord,58.2971,6.6607,19.99,19.99,69,34,11.77,NO,1612480667
1528998,Yumen,40.2833,97.2,28.94,28.94,61,12,15.37,CN,1612480668
2121025,Srednekolymsk,67.45,153.6833,-6.32,-6.32,81,92,16.42,RU,1612480670
3662155,Sena Madureira,-9.0656,-68.6569,78.15,78.15,89,89,0.94,BR,1612480671
1650434,Bambanglipuro,-7.95,110.2833,76.96,76.96,85,94,3.2,ID,1612480672
966380,Pampierstad,-27.7832,24.6877,65.79,65.79,85,0,8.46,ZA,1612480673
158514,Kaliua,-5.0606,31.7936,65.3,65.3,94,19,0.45,TZ,1612480674
2109701,Auki,-8.7676,160.7034,82.67,82.67,78,79,8.34,SB,1612480675
2123979,Kuril'sk,45.2333,147.8833,13.93,13.93,91,100,24.38,RU,1612480676
